 ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Continuous interest rate (after tax), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Per Share Net profit before tax (Yuan ¥), Net Value Growth Rate, Interest Expense Ratio, Borrowing dependency, Net profit before tax/Paid-in capital, Retained Earnings to Total Assets, Total income/Total expense, Net Income to Total Assets, Net Income to Stockholder's Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT),Bankrupt?
0.568414741,0.553669897,0.781621343,0.174244659,0.174244659,0.174244659,0.222463837,0.177299089,0.000473734,0.632175587,0.379456387,0.176291381,0.931037186,0.002404017,0.81033924,0.841382627,0.027576266,0.567306241,0
0.487788923,0.475400182,0.781129272,0.160085964,0.160085964,0.160085964,0.203082159,0.160955035,0.000392183,0.630105067,0.372187044,0.159972853,0.921496728,0.00198164,0.766125067,0.83790531,0.026649303,0.564377133,0
0.535106847,0.527008941,0.781536711,0.180144115,0.180144115,0.180144115,0.211780278,0.170972358,0.000440869,0.643350776,0.376494968,0.170024885,0.930224308,0.002203052,0.792119008,0.839729687,0.031261778,0.569233884,0
0.568033144,0.566465014,0.78164029,0.202519911,0.202519911,0.202519911,0.228609246,0.181968818,0.000443914,0.630826633,0.370784619,0.18101199,0.948405471,0.002410295,0.816586365,0.841297549,0.026851134,0.565429023,0
0.561982119,0.555168906,0.781618536,0.186001433,0.186001433,0.186001433,0.22709653,0.180688409,0.000467221,0.632467706,0.385829924,0.179730035,0.93692577,0.002307755,0.806283603,0.841292137,0.027526333,0.567225681,0
0.555494985,0.540446491,0.781581624,0.180101976,0.180101976,0.180101976,0.218020233,0.175642088,0.000490553,0.633558444,0.381258066,0.174029108,0.932338344,0.002273277,0.800949463,0.840539846,0.02840803,0.568205628,0
0.565852595,0.55281332,0.781637483,0.187223463,0.187223463,0.187223463,0.226151083,0.181065,0.000458886,0.631372515,0.374194501,0.180069376,0.937105989,0.002390921,0.812696743,0.841314074,0.027033964,0.56609984,0
0.532708242,0.527811981,0.781547378,0.17091568,0.17091568,0.17091568,0.21282027,0.169917903,0.0004378,0.646602786,0.377010533,0.168976699,0.930821015,0.002210665,0.793161508,0.839802275,0.101935685,0.570127362,0
0.5638901,0.552492103,0.781620641,0.185580043,0.185580043,0.185580043,0.225772903,0.178654817,0.000432484,0.631910179,0.376080057,0.177595958,0.936519154,0.002375992,0.811137325,0.841274778,0.027263434,0.566714758,0
0.552605757,0.542587933,0.781569553,0.170662846,0.170662846,0.170662846,0.215467524,0.171650222,0.000450477,0.634444049,0.387960401,0.170703567,0.932088907,0.00225138,0.798117667,0.840360129,0.033871261,0.569542831,0
0.553750545,0.542427325,0.781584571,0.175171716,0.175171716,0.175171716,0.219249315,0.174060405,0.000459435,0.632655717,0.377120132,0.173101576,0.93797943,0.002276183,0.8033462,0.840677284,0.027814852,0.567637779,0
0.556476232,0.515445152,0.781513413,0.173106907,0.173106907,0.173106907,0.1987331,0.174211042,0.000463902,0.633502966,0.396026018,0.173244853,0.926530465,0.00226897,0.801484555,0.841080039,0.030205896,0.5690064,0
0.522732229,0.520049253,0.781493764,0.160928743,0.160928743,0.160928743,0.201947622,0.154929577,0.000395577,0.620223353,0.390325734,0.153955207,0.926041761,0.00214604,0.779996467,0.837508192,0.026074865,0.554557389,0
0.551079372,0.544782911,0.781570957,0.153765117,0.153765117,0.153765117,0.214900255,0.170972358,0.000442716,0.634930001,0.396689205,0.169972099,0.917790107,0.002235684,0.796678528,0.840160146,0.03552808,0.569653539,0
0.567815089,0.561860913,0.781607729,0.175340272,0.175340272,0.175340272,0.224260187,0.178654817,0.000468269,0.632048534,0.378194877,0.177663826,0.936143768,0.002354534,0.810264115,0.841319814,0.027344789,0.566890689,0
0.578390754,0.56651855,0.781624711,0.180691922,0.180691922,0.180691922,0.232485582,0.186638548,0.000475805,0.632801605,0.386504296,0.185709977,0.939359538,0.002368765,0.813485871,0.842182232,0.027647752,0.567414252,0
0.592455299,0.597141175,0.781662466,0.186296406,0.186296406,0.186296406,0.236929186,0.192438051,0.000482418,0.631208134,0.372491238,0.191448609,0.94202562,0.002366407,0.824939799,0.842285452,0.026939039,0.565776966,0
0.553696031,0.554419401,0.781611378,0.193544309,0.193544309,0.193544309,0.226812896,0.183098592,0.000449428,0.631969083,0.37976841,0.182112963,0.938233477,0.002328424,0.80543128,0.841267157,0.027224886,0.566624691,0
0.56476232,0.55864875,0.781590887,0.181450423,0.181450423,0.181450423,0.226340172,0.182044136,0.000452922,0.632649553,0.382850612,0.181102481,0.935448743,0.002257037,0.806739577,0.841384034,0.02762913,0.567386901,0
0.55614915,0.552277959,0.781608571,0.17462391,0.17462391,0.17462391,0.221423844,0.178202907,0.000461332,0.632256407,0.377513795,0.177226454,0.934621743,0.002276944,0.805666698,0.841004372,0.027272622,0.566735558,0
0.563126908,0.550725414,0.781615869,0.17500316,0.17500316,0.17500316,0.224543821,0.181140318,0.000469092,0.632829345,0.386505414,0.180167408,0.934419962,0.002359978,0.805142371,0.84137791,0.027749792,0.567555157,0
0.55892935,0.55077895,0.781582045,0.170241456,0.170241456,0.170241456,0.218492956,0.175416133,0.000454444,0.633613581,0.383556297,0.174436317,0.933699999,0.002279981,0.801573688,0.840635148,0.028372259,0.56817862,0
0.516408635,0.522779592,0.781469904,0.158737516,0.158737516,0.158737516,0.204973055,0.162084808,0.000417038,0.626293475,0.380490871,0.161066285,0.91858858,0.002102469,0.777992055,0.838190457,0.026137528,0.556988472,1
0.559965111,0.550511269,0.781653062,0.196241203,0.196241203,0.196241203,0.224732911,0.179483317,0.000444562,0.631344434,0.373886952,0.178184149,0.939567567,0.002489997,0.810648254,0.841084645,0.027037342,0.566110462,0
0.556094636,0.552224423,0.78162008,0.184905819,0.184990097,0.184990097,0.217925688,0.176847179,0.000430064,0.631651964,0.374457316,0.175899253,0.935732975,0.002459442,0.807953501,0.840905817,0.027134679,0.566394545,0
0.534943306,0.536163606,0.781526887,0.190552442,0.190552442,0.190552442,0.209227569,0.166001356,0.00041856,0.645457939,0.384065151,0.164995098,0.931121705,0.002169001,0.790863798,0.839467495,0.024462443,0.574383581,0
0.505287833,0.49429841,0.781386535,0.165521891,0.165521891,0.165521891,0.206107592,0.163365218,0.000448355,0.630065342,0.372824509,0.162378403,0.926104051,0.002118576,0.780164179,0.838984208,0.026672439,0.564520683,0
0.544210641,0.529739279,0.781588361,0.188276937,0.188276937,0.188276937,0.217925688,0.174587633,0.00043503,0.631592718,0.372539327,0.173591735,0.934785709,0.002317552,0.802461793,0.840548639,0.027114088,0.566337792,0
0.532599215,0.526098828,0.781519027,0.162824997,0.162824997,0.162824997,0.211118465,0.166528583,0.000439522,0.654626306,0.379346788,0.165560667,0.924699844,0.002199502,0.791162057,0.839558867,0.025658551,0.640401986,0
0.555549498,0.543337438,0.781611799,0.201929965,0.201929965,0.201929965,0.227191075,0.180989681,0.00045155,0.632036205,0.381842969,0.180024131,0.935161527,0.00234764,0.805452099,0.841063013,0.02734084,0.566882561,0
0.544810292,0.552706248,0.781590606,0.176393747,0.176393747,0.176393747,0.217925688,0.173457859,0.000436327,0.632183806,0.373700185,0.172528467,0.933851996,0.002278431,0.801762746,0.840460334,0.027282815,0.566758346,0
0.526221108,0.52037047,0.781499518,0.161139438,0.161139438,0.161139438,0.211213009,0.167432402,0.000436377,0.622504144,0.375919013,0.16642033,0.918368364,0.002109474,0.788277438,0.839461355,0.025889772,0.535925863,0
0.551079372,0.545318272,0.781606466,0.177362943,0.177362943,0.177362943,0.220289307,0.173608496,0.000456191,0.632820783,0.375462722,0.172641581,0.933196573,0.002300532,0.802577869,0.840567209,0.027934982,0.567777501,0
0.456934147,0.445366454,0.780753551,0.153933673,0.153933673,0.153933673,0.197693108,0.156812533,0.000400767,0.630334858,0.372506895,0.155847975,0.913505164,0.001949098,0.747930004,0.836204734,0.026708859,0.564732842,0
0.543283908,0.536324214,0.781567167,0.181618979,0.181618979,0.181618979,0.214616621,0.169917903,0.000451574,0.634657744,0.376090122,0.168954076,0.931760407,0.002241096,0.797123674,0.840130589,0.367189877,0.570181646,0
0.557839075,0.55891643,0.78160001,0.201845687,0.201845687,0.201845687,0.22293656,0.178428862,0.000442641,0.631315324,0.371669243,0.177490385,0.94630513,0.00233802,0.809324158,0.840900024,0.027010384,0.56602412,0
0.549116877,0.543551582,0.781587378,0.182124647,0.182124647,0.182124647,0.218871135,0.172930632,0.000452473,0.63395296,0.382928897,0.17197044,0.934947901,0.002252097,0.79927291,0.840404515,0.029563523,0.568806625,0
0.543120366,0.535467637,0.781585975,0.177152248,0.177152248,0.177152248,0.217925688,0.170746404,0.000434231,0.634610142,0.381662913,0.169768494,0.931720617,0.00224275,0.796962808,0.840141526,0.033249158,0.569488657,0
0.547045355,0.531505969,0.781591168,0.184779402,0.184779402,0.184779402,0.218209322,0.174738269,0.000442142,0.631634498,0.37422917,0.173750094,0.936497217,0.002311459,0.803464476,0.840609232,0.027138885,0.566405934,0
0.5539686,0.548262755,0.781633554,0.173570435,0.173570435,0.173570435,0.220667486,0.174888906,0.000459635,0.632181408,0.377896274,0.173915994,0.934498022,0.002316233,0.80539376,0.840875088,0.027325456,0.566850511,0
0.539576973,0.53204133,0.781561132,0.177995028,0.177995028,0.177995028,0.213860263,0.166001356,0.000428467,0.636092314,0.380263844,0.165040344,0.931450416,0.002221612,0.795111195,0.839959595,0.025496713,0.592600134,0
0.547754034,0.540071738,0.781564641,0.170662846,0.170662846,0.170662846,0.214522076,0.171348949,0.000445036,0.635238901,0.387594697,0.17040193,0.931384953,0.002230411,0.79598946,0.840046734,0.034530145,0.569591853,0
0.564980375,0.552170887,0.781613483,0.177952889,0.177952889,0.177952889,0.224071098,0.179182044,0.000471488,0.631737236,0.373960763,0.178176608,0.940269178,0.002327275,0.811029637,0.841244276,0.027164937,0.566474979,0
0.535542957,0.521334119,0.781527588,0.163836332,0.163836332,0.163836332,0.204973055,0.161105671,0.000422627,0.646510322,0.40144783,0.160138753,0.929004656,0.002180481,0.788811431,0.838597851,0.025272398,0.581722859,0
0.55353249,0.547566786,0.781587378,0.161897939,0.161897939,0.161897939,0.217452964,0.173307223,0.000451574,0.633972822,0.389694978,0.172370108,0.932589026,0.002261079,0.799626855,0.840590882,0.029514028,0.568788415,0
0.551733537,0.545264736,0.781580782,0.153975812,0.153975812,0.153975812,0.215751158,0.172478723,0.000446708,0.634491993,0.392678764,0.171533067,0.917184862,0.002245959,0.797963956,0.840339573,0.029860698,0.568906777,0
0.543065853,0.539161625,0.781567589,0.171505626,0.171505626,0.171505626,0.2149948,0.170445131,0.000437176,0.634753976,0.378100934,0.169474399,0.931760184,0.002237829,0.796970121,0.84012894,0.035113721,0.56962952,0
0.556857828,0.546549601,0.78157615,0.178416417,0.178416417,0.178416417,0.217925688,0.173608496,0.00043478,0.634314598,0.38723794,0.172626499,0.936861249,0.002259286,0.79970611,0.840512743,0.030423435,0.569061647,0
0.59131051,0.592483538,0.781680992,0.187981965,0.187981965,0.187981965,0.235511014,0.188822776,0.000499088,0.630970124,0.372538209,0.186531936,0.941948718,0.002402954,0.827528834,0.842266474,0.02688957,0.565587675,0
0.547808548,0.545425344,0.781600571,0.192996502,0.192996502,0.192996502,0.222747471,0.177374407,0.00044284,0.632431748,0.383125728,0.176412035,0.937114351,0.002299495,0.801948523,0.840890533,0.027593181,0.567332549,0
0.563944614,0.556293163,0.781595659,0.180101976,0.180101976,0.180101976,0.225583814,0.182420728,0.00045125,0.632456062,0.378862538,0.181487067,0.936400019,0.002261556,0.80845319,0.841371325,0.027461556,0.567114233,0
0.57468382,0.57235398,0.781658957,0.178753529,0.178753529,0.178753529,0.230311052,0.18611132,0.000465674,0.631413268,0.375209972,0.18515949,0.938656298,0.002338785,0.817844636,0.841969762,0.027012399,0.566030701,0
0.521369385,0.510412763,0.781493623,0.164805529,0.164805529,0.164805529,0.201853077,0.160653762,0.000413769,0.62304489,0.382246697,0.159686298,0.925624904,0.002103255,0.778579135,0.837953953,0.025839232,0.519403926,0
0.547481465,0.540392955,0.781564781,0.168303064,0.168303064,0.168303064,0.214522076,0.169390676,0.000434206,0.635096095,0.381022092,0.16841113,0.931566358,0.002231907,0.796132985,0.840058202,0.012844501,0.570610343,0
0.545409943,0.540553563,0.781625554,0.215667271,0.215667271,0.215962243,0.220383852,0.175943361,0.000524167,0.632963247,0.378550515,0.173848126,0.933164409,0.00227015,0.799888462,0.840385818,0.02794963,0.567793501,1
0.573320977,0.558273998,0.781644641,0.206017446,0.206017446,0.206017446,0.235132835,0.18995255,0.000502856,0.630979713,0.376371949,0.187308649,0.941420812,0.002672518,0.817166955,0.841786427,0.026901575,0.565635087,0
0.630287833,0.632100219,0.781961133,0.197421095,0.197547512,0.197547512,0.251394535,0.206145967,0.000493024,0.630751291,0.371968963,0.204743232,0.949227528,0.003574747,0.849620214,0.843415781,0.026823618,0.565308566,0
0.549607501,0.550886022,0.781600571,0.189709662,0.189709662,0.189709662,0.221329299,0.177525043,0.000458362,0.6324975,0.381259185,0.176525149,0.935572598,0.002319256,0.80267521,0.840739417,0.027446554,0.567087218,0
0.553914086,0.545639488,0.781644922,0.170662846,0.170662846,0.170662846,0.219060225,0.174587633,0.000461232,0.630684854,0.371283408,0.173636981,0.935684796,0.00264504,0.809002734,0.840824318,0.026812164,0.565256609,0
0.564653293,0.553616361,0.781668361,0.196241203,0.196241203,0.196241203,0.23343103,0.187090457,0.000450676,0.630750264,0.374603821,0.186139808,0.939172275,0.002534934,0.814441835,0.841666823,0.026826477,0.565321365,0
0.547372438,0.539054553,0.781603238,0.169103704,0.169103704,0.169103704,0.217925688,0.174813587,0.00045427,0.632375926,0.377791148,0.173176985,0.926741643,0.002291025,0.801983865,0.84061579,0.027339018,0.566878796,0
0.539358918,0.523689705,0.781575448,0.197252539,0.197252539,0.197252539,0.217736598,0.173834451,0.000438498,0.631838605,0.382440173,0.172671744,0.933525722,0.002317933,0.799593619,0.840480149,0.027302758,0.566802075,0
0.591255997,0.593607795,0.781666396,0.187981965,0.187981965,0.187981965,0.236929186,0.193869097,0.000470315,0.630662936,0.372417426,0.192511877,0.944691351,0.002514325,0.829942158,0.842424864,0.026800719,0.565203583,0
0.561327955,0.55511537,0.781667098,0.177194387,0.177194387,0.177194387,0.22312565,0.176922498,0.000465474,0.631211559,0.375761324,0.174594676,0.933245927,0.002582705,0.811121349,0.841147881,0.027002426,0.565997932,0
0.583624073,0.567910488,0.781656571,0.185116514,0.185116514,0.185116514,0.233714664,0.188596822,0.00044042,0.630855399,0.375746785,0.186908981,0.941948643,0.002704416,0.823498629,0.842407451,0.026860729,0.56546964,0
0.583078936,0.567160983,0.782064713,0.168893009,0.168893009,0.168893009,0.226340172,0.179407999,0.000541286,0.630777318,0.37375834,0.17844054,0.929649461,0.003913876,0.823609704,0.841844258,0.026844364,0.565399938,0
0.554949847,0.550564805,0.781626676,0.188361215,0.188361215,0.188361215,0.221612934,0.176018679,0.000474083,0.632318393,0.377338212,0.174096976,0.93567949,0.002381785,0.804643517,0.840786027,0.027499154,0.567179917,0
0.616768426,0.616949515,0.78169222,0.217057857,0.217057857,0.217057857,0.251205446,0.208330195,0.000466098,0.630700949,0.36965172,0.20738255,0.958786307,0.00264482,0.84582671,0.842817797,0.026808539,0.565239935,0
0.561327955,0.556453772,0.781627659,0.187223463,0.187223463,0.187223463,0.232107403,0.184153047,0.000469941,0.631739634,0.385746047,0.183229017,0.937509595,0.002324921,0.808467012,0.841627842,0.02712648,0.566372148,0
0.602921936,0.586487499,0.781705834,0.198727403,0.198727403,0.198727403,0.248841827,0.210213151,0.000528234,0.630876289,0.37757195,0.207080914,0.94776448,0.00310626,0.831352575,0.843154646,0.026853389,0.565438628,0
0.567924117,0.555008298,0.781642396,0.188403354,0.188403354,0.188403354,0.23106741,0.186412593,0.000457314,0.630790674,0.376612396,0.185446045,0.938038735,0.002499825,0.815317691,0.841733585,0.026836263,0.565364666,0
0.541266899,0.539696986,0.781590466,0.172727656,0.172727656,0.172727656,0.217074785,0.172855314,0.000438199,0.631804359,0.376413328,0.171895031,0.934203937,0.002270189,0.800517729,0.840417025,0.027158077,0.566457042,0
0.566016136,0.558541678,0.781618676,0.182883149,0.182883149,0.182883149,0.228798336,0.183851774,0.000473559,0.631202655,0.377245388,0.182867054,0.93735994,0.002405475,0.813704932,0.841614958,0.026945637,0.565801046,0
0.559474488,0.552063815,0.781600571,0.179764865,0.179764865,0.179764865,0.225961993,0.183927092,0.000470889,0.632557088,0.388672797,0.182897217,0.934473166,0.002369981,0.805318673,0.841431902,0.027459915,0.5671113,0
0.575610554,0.564162964,0.781625273,0.185200792,0.185200792,0.185200792,0.232012858,0.191383596,0.000467321,0.631033821,0.37393616,0.188862077,0.945360205,0.00244892,0.818120597,0.841903635,0.026885948,0.565573174,0
0.56067379,0.547834467,0.781603799,0.178205722,0.178205722,0.178205722,0.230972866,0.18528282,0.000482094,0.632383803,0.399693122,0.184352613,0.936136701,0.002314793,0.805405956,0.842025063,0.027531849,0.567234801,0
0.57277584,0.567910488,0.781636501,0.17091568,0.17091568,0.17091568,0.230783776,0.189274686,0.000474358,0.631579362,0.381983882,0.186222758,0.937858253,0.00239292,0.81536877,0.842443539,0.027050111,0.566150126,0
0.559038378,0.554687082,0.781634115,0.161687245,0.161687245,0.161687245,0.221802023,0.177750998,0.000470465,0.632316338,0.389138035,0.176163185,0.924322816,0.002324521,0.805913577,0.841402747,0.027429137,0.567055257,0
0.584332752,0.578082338,0.781661764,0.180439088,0.180439088,0.180439088,0.232863761,0.189124049,0.000549321,0.631070465,0.376080057,0.187467009,0.940586112,0.002525463,0.822132034,0.842218053,0.026912742,0.56567832,0
0.541757523,0.53937577,0.781591027,0.172601239,0.172601239,0.172601239,0.220762031,0.170143858,0.000443814,0.635074862,0.390477831,0.169165221,0.932503578,0.002231399,0.796088122,0.840060719,0.058895196,0.570036664,0
0.582751853,0.580652069,0.781669905,0.186591378,0.186591378,0.186591378,0.237685544,0.192739324,0.000477627,0.63095574,0.37826757,0.191795491,0.941150923,0.002431679,0.821039396,0.842532413,0.026884375,0.56556685,0
0.554023114,0.544086943,0.781605904,0.199359488,0.199359488,0.199359488,0.225394724,0.185885366,0.000450252,0.631729702,0.386782767,0.184933263,0.9395247,0.002356739,0.805838587,0.841447184,0.027153271,0.566444372,0
0.576973397,0.569677178,0.781626676,0.181661118,0.181661118,0.181661118,0.232201948,0.18739173,0.000502481,0.631194093,0.37530727,0.185672272,0.940039571,0.002303464,0.817937103,0.84205043,0.026952759,0.565826746,0
0.547317924,0.541249532,0.781589624,0.173865408,0.173865408,0.173865408,0.218776591,0.174060405,0.000453895,0.632007096,0.378664588,0.17304879,0.933658789,0.002262478,0.802729589,0.840737073,0.027352444,0.566906332,0
0.551788051,0.541249532,0.781601834,0.170283595,0.170283595,0.170283595,0.22114021,0.174813587,0.000461631,0.632268736,0.383427686,0.173848126,0.933678571,0.002380102,0.802918273,0.84100029,0.027650261,0.567417897,0
0.584278238,0.578457091,0.781617694,0.176857275,0.176857275,0.176857275,0.232012858,0.188596822,0.000453047,0.630998206,0.375095899,0.187670613,0.941214781,0.002584447,0.824975783,0.842275197,0.026888549,0.565583594,0
0.547972089,0.555757803,0.78160015,0.151573891,0.151573891,0.153722978,0.218209322,0.171876177,0.000454769,0.633220435,0.384483418,0.170718649,0.907921884,0.002298784,0.800396197,0.840599472,0.02861275,0.568347279,1
0.578063672,0.552599176,0.781705133,0.228603936,0.228603936,0.228603936,0.242034603,0.202229419,0.000500086,0.631036219,0.384714919,0.199728527,0.941491775,0.002803199,0.815441673,0.842229026,0.026914444,0.565684838,0
0.614315307,0.610846405,0.781874958,0.203194134,0.203320551,0.203320551,0.248274558,0.20260601,0.000453671,0.630667388,0.371491423,0.201349823,0.947061172,0.003765704,0.843163577,0.842868335,0.026803166,0.565215014,0
0.610717401,0.60752717,0.781710185,0.21200118,0.21200118,0.21200118,0.254514513,0.214656926,0.000494845,0.630818756,0.373312114,0.211620541,0.949378235,0.002812867,0.838156496,0.843096361,0.026839029,0.565376769,0
0.579044919,0.593714867,0.781697273,0.181113312,0.181113312,0.181113312,0.234281932,0.185734729,0.000491726,0.630707799,0.372028236,0.184797527,0.940820327,0.002559981,0.823497912,0.84181186,0.026811524,0.565253674,0
0.55527693,0.541570748,0.781619518,0.195904092,0.195904092,0.195904092,0.226623806,0.182496046,0.000450102,0.630932795,0.375665145,0.181562476,0.93860999,0.002479758,0.809209221,0.8412,0.026874076,0.565525005,0
0.548299171,0.539589914,0.781625273,0.183178121,0.183178121,0.183178121,0.220289307,0.174587633,0.000458412,0.631208477,0.374110624,0.172980921,0.934514719,0.002312879,0.805170041,0.84072407,0.026998757,0.565985745,0
0.550370693,0.541731356,0.781608571,0.207281615,0.207281615,0.207281615,0.232769216,0.182194773,0.000477802,0.631079026,0.377669247,0.180710354,0.934759896,0.002387064,0.805479016,0.841171444,0.02693848,0.565774913,0
0.624781945,0.617538412,0.781725203,0.2218617,0.2218617,0.2218617,0.262834452,0.219326655,0.000482518,0.630741702,0.372784248,0.218414901,0.959907566,0.002771273,0.846106942,0.843470672,0.026811144,0.565251929,0
0.532054078,0.527811981,0.781545273,0.172221988,0.172221988,0.172221988,0.21282027,0.168185584,0.00044052,0.656048205,0.377925352,0.167543926,0.927699613,0.002157621,0.79229632,0.839739925,0.025019459,0.577645194,0
0.585804623,0.561379089,0.781658255,0.198558847,0.198558847,0.198558847,0.240143708,0.19755969,0.000502656,0.631122519,0.379578289,0.196644295,0.9415279,0.002801561,0.824736451,0.842960692,0.026919332,0.565703452,0
0.501526385,0.48262755,0.781171938,0.171084236,0.171084236,0.171084236,0.2050676,0.163214582,0.000465225,0.63029479,0.374437185,0.162235126,0.925674872,0.001967398,0.778739826,0.838850504,0.026701824,0.564693106,0
0.634757959,0.623695059,0.781793414,0.219333361,0.219333361,0.219333361,0.279379786,0.235068163,0.000577544,0.630803345,0.377049675,0.230291833,0.949167607,0.003453039,0.841239842,0.844545536,0.026840397,0.565382732,0
0.605865678,0.613523208,0.781668361,0.231595803,0.231595803,0.231595803,0.255554505,0.208932741,0.000466772,0.630633484,0.370031963,0.207985823,0.961445034,0.002545069,0.836794661,0.842431539,0.026796353,0.565183053,0
0.610390318,0.595695701,0.781691098,0.207239476,0.207239476,0.207239476,0.258769027,0.215786699,0.000501259,0.630934165,0.379492175,0.214832969,0.944051708,0.002582176,0.831914483,0.84359993,0.026869422,0.565505847,0
0.57277584,0.554419401,0.781660361,0.203489107,0.203489107,0.203489107,0.237118276,0.19417037,0.000478126,0.631338954,0.380174375,0.192986954,0.95059114,0.002706302,0.81811707,0.84213021,0.026994909,0.565972887,0
0.613225033,0.596445206,0.781674817,0.199485905,0.199485905,0.199485905,0.257539945,0.211568879,0.000531753,0.630752318,0.377845948,0.210625141,0.945046112,0.002904238,0.837258579,0.843878586,0.026828143,0.565328788,0
0.546391191,0.547673858,0.781602536,0.174666049,0.174666049,0.174666049,0.218492956,0.174436996,0.000454769,0.631728332,0.374894595,0.17346354,0.934643512,0.002301099,0.803098907,0.840582851,0.027118891,0.566351183,0
0.649803751,0.633331549,0.781682536,0.224390038,0.224390038,0.224390038,0.276354354,0.243428485,0.000666157,0.630760538,0.375461603,0.232275092,0.948574824,0.002891459,0.847610124,0.844225535,0.02682705,0.565323922,0
0.569395988,0.565126613,0.781610957,0.196873288,0.196873288,0.196873288,0.239860074,0.19627928,0.00047034,0.631428679,0.383696092,0.195369882,0.941390613,0.002541483,0.813782092,0.842301888,0.027016756,0.566044858,0
0.539795028,0.525724075,0.781575027,0.181239729,0.181239729,0.181239729,0.217358419,0.17300595,0.000440669,0.632476952,0.378317896,0.172015685,0.93751143,0.002268899,0.799124355,0.840384939,0.027523074,0.567220267,0
0.513028783,0.49986616,0.781511027,0.166153976,0.166153976,0.166153976,0.197314929,0.156887851,0.000405234,0.62871947,0.388702993,0.155930925,0.922289124,0.002099786,0.780122775,0.837296845,0.026356421,0.561636716,0
0.650839512,0.646287274,0.781895028,0.199823016,0.199823016,0.199823016,0.277772525,0.225352113,0.000581462,0.630784167,0.376757783,0.224470251,0.950299691,0.002686889,0.853072063,0.845614235,0.026830877,0.565340929,0
0.587440035,0.583382408,0.781705413,0.184821541,0.184821541,0.184821541,0.241750969,0.19755969,0.000465948,0.630832112,0.376322741,0.193627932,0.942236149,0.002603404,0.828709371,0.842967434,0.026844593,0.565400928,0
0.596107719,0.592001713,0.781747659,0.199401627,0.199401627,0.199401627,0.244492767,0.202380056,0.000506799,0.630939987,0.376374186,0.200384586,0.945153238,0.002674314,0.828537239,0.842724969,0.026868849,0.565503481,0
0.584332752,0.580223781,0.781664852,0.187392019,0.187392019,0.187392019,0.237969178,0.191157641,0.000477278,0.631026287,0.377144736,0.190196818,0.94546053,0.002528084,0.823534306,0.842387924,0.026905899,0.565651926,0
0.625599651,0.609454468,0.781793273,0.198053179,0.198053179,0.198053179,0.247423655,0.219703246,0.000828635,0.630851975,0.372421899,0.201259332,0.946398816,0.003122753,0.841344975,0.843004733,0.026854609,0.565443814,0
0.598778892,0.593179506,0.78166415,0.192238001,0.192238001,0.192238001,0.247045476,0.200572418,0.00049784,0.630878002,0.377985743,0.199540005,0.942343855,0.002510124,0.828564897,0.84323965,0.026865338,0.565488906,0
0.558656782,0.553081,0.781630887,0.212717542,0.212717542,0.212717542,0.236834641,0.19078105,0.000453221,0.631198545,0.380294039,0.18979715,0.944268948,0.002399411,0.809477255,0.841672017,0.026958529,0.565847345,0
0.575719581,0.564966005,0.781646185,0.189541107,0.189541107,0.189541107,0.237780089,0.192438051,0.000503604,0.630956425,0.378974374,0.190950909,0.940367861,0.002341685,0.816989246,0.842409348,0.02686649,0.5654937,0
0.560728304,0.556132555,0.781623869,0.177573638,0.177573638,0.177573638,0.225961993,0.182270091,0.000449453,0.631030054,0.378000282,0.181298545,0.936374896,0.002337023,0.810897996,0.841484794,0.02689632,0.565614453,0
0.564925861,0.551153702,0.78163215,0.182503898,0.182503898,0.182503898,0.234281932,0.19206146,0.000470515,0.63152765,0.390068511,0.191109268,0.938046027,0.002524832,0.810017647,0.842324145,0.027044544,0.566132928,0
0.626526385,0.616574763,0.781619659,0.188108381,0.188108381,0.188108381,0.254892692,0.216238608,0.000566639,0.630774921,0.377199536,0.212744137,0.944637568,0.002782563,0.835466102,0.844231574,0.026829236,0.565333649,0
0.502780201,0.502810643,0.781313132,0.178584973,0.178584973,0.178584973,0.188144086,0.146267982,0.000393206,0.628717072,0.386363382,0.145268079,0.924144568,0.00209821,0.773664631,0.836345665,0.02641632,0.562388651,1
0.4829372,0.482841694,0.781317202,0.165606169,0.165606169,0.165606169,0.197693108,0.157038488,0.000405983,0.630012603,0.374828611,0.156066662,0.920805593,0.002094443,0.76426544,0.83736718,0.026636698,0.564295829,0
0.527311382,0.511429948,0.781480711,0.176730858,0.176730858,0.176730858,0.209700293,0.168260902,0.000438024,0.623826728,0.372315655,0.167242289,0.930656926,0.002203317,0.79215075,0.839801153,0.026216549,0.5591533,0
0.58313345,0.525509931,0.781493623,0.209599258,0.209599258,0.209599258,0.211402099,0.188973413,0.000488956,0.631325256,0.374627306,0.187881759,0.942101284,0.002537771,0.821255822,0.841830133,0.027043923,0.566131,0
0.578227213,0.575726752,0.781792572,0.187518436,0.187518436,0.187518436,0.22927106,0.185056865,0.000465324,0.630831427,0.370895337,0.184088681,0.941388769,0.002477223,0.821754787,0.841616358,0.026835766,0.565362488,0
